"sample_code","collection_date","station_number","rpt_limit_field_specific_conductance","rpt_limit_dissolved_nitrate_nitrite","rpt_limit_total_kjeldahl_nitrogen","rpt_limit_dissolved_nitrate","result_field_specific_conductance","result_dissolved_nitrate_nitrite","result_total_kjeldahl_nitrogen","result_dissolved_nitrate","method_field_specific_conductance","method_dissolved_nitrate_nitrite","method_total_kjeldahl_nitrogen","method_dissolved_nitrate","nitrate_as_N","nitrate_RL_as_N","total_nitrogen","tn_vs_no3","difference"
"C0613B0050",2013-06-03,"B9C75861385",NA,0.01,0.1,0.1,NA,0.18,0.5,0.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.209302325581395,0.0232558139534884,0.68,"greater",0.470697674418605
"C0613B0079",2013-06-04,"B9D74081159",NA,0.01,0.1,0.1,NA,1.45,0.8,6.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.44186046511628,0.0232558139534884,2.25,"greater",0.808139534883721
"C0613B0172",2013-06-21,"B9D74081159",NA,0.01,0.1,0.1,NA,0.68,1.3,3.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.86046511627907,0.0232558139534884,1.98,"greater",1.11953488372093
"C0713B0199",2013-07-01,"B9C75861385",NA,0.01,0.1,0.1,NA,0.15,0.3,0.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.186046511627907,0.0232558139534884,0.45,"greater",0.263953488372093
"C0713B0212",2013-07-02,"B9D74081159",NA,0.01,0.1,0.1,NA,0.7,1.8,2.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.627906976744186,0.0232558139534884,2.5,"greater",1.87209302325581
"C0713B0257",2013-07-22,"B9D74081159",NA,0.01,0.1,0.1,NA,0.83,1.3,2.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.651162790697674,0.0232558139534884,2.13,"greater",1.47883720930233
"C0813B0283",2013-08-05,"B9D74081159",NA,0.01,0.1,0.1,NA,1.36,0.4,6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.3953488372093,0.0232558139534884,1.76,"greater",0.364651162790698
"C0813B0302",2013-08-19,"B9D74081159",NA,0.01,0.1,0.3,NA,1.06,0.6,4.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.06976744186047,0.0697674418604651,1.66,"greater",0.590232558139535
"C0913B0040",2013-09-04,"B9D81281401",NA,0.01,0.1,0.1,NA,0.15,0.3,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.45,"greater",0.287209302325581
"C0913B0048",2013-09-05,"B9D74081159",NA,0.01,0.1,0.5,NA,1.12,0.5,5.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.27906976744186,0.116279069767442,1.62,"greater",0.34093023255814
"C0913B0114",2013-09-24,"B9D81281401",NA,0.01,0.1,0.1,NA,0.22,0.4,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.62,"greater",0.387441860465116
"C0913B0122",2013-09-24,"B9D74081159",NA,0.01,0.1,0.1,NA,1.25,0.5,5.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.23255813953488,0.0232558139534884,1.75,"greater",0.517441860465116
"C1013B0199",2013-10-08,"B9D74081159",NA,0.01,0.1,0.1,NA,1.79,0.4,7.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.69767441860465,0.0232558139534884,2.19,"greater",0.492325581395349
"C1013B0191",2013-10-08,"B9D81281401",NA,0.01,0.1,0.1,NA,0.28,0.4,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,0.68,"greater",0.354418604651163
"C1013B0220",2013-10-21,"B9D81281401",NA,0.01,0.1,0.1,NA,0.33,0.4,1.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.372093023255814,0.0232558139534884,0.73,"greater",0.357906976744186
"C1013B0231",2013-10-21,"B9D74081159",NA,0.01,0.1,0.1,NA,1.99,0.4,8.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.95348837209302,0.0232558139534884,2.39,"greater",0.436511627906977
"C1113B0315",2013-11-05,"B9D74081159",NA,0.01,0.1,0.1,NA,1.85,0.4,8.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.95348837209302,0.0232558139534884,2.25,"greater",0.296511627906977
"C1113B0307",2013-11-05,"B9D81281401",NA,0.01,0.1,0.1,NA,0.35,0.7,1.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.348837209302326,0.0232558139534884,1.05,"greater",0.701162790697674
"C1113B0344",2013-11-19,"B9D74081159",NA,0.01,0.1,0.1,NA,1.82,0.4,8.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",2,0.0232558139534884,2.22,"greater",0.22
"C1113B0336",2013-11-19,"B9D81281401",NA,0.01,0.1,0.1,NA,0.37,0.6,1.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.418604651162791,0.0232558139534884,0.97,"greater",0.551395348837209
"C1213B0424",2013-12-03,"B9D74081159",NA,0.01,0.1,0.1,NA,1.64,0.5,7.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.69767441860465,0.0232558139534884,2.14,"greater",0.442325581395348
"C1213B0416",2013-12-03,"B9D81281401",NA,0.01,0.1,0.1,NA,0.42,0.6,1.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.418604651162791,0.0232558139534884,1.02,"greater",0.601395348837209
"C1213B0422",2013-12-03,"B9D75891188",NA,0.01,0.1,0.1,NA,0.52,0.5,2.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.511627906976744,0.0232558139534884,1.02,"greater",0.508372093023256
"C1213B0461",2013-12-17,"B9D81281401",NA,0.01,0.1,0.1,NA,0.34,0.6,1.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.372093023255814,0.0232558139534884,0.94,"greater",0.567906976744186
"C1213B0479",2013-12-17,"B9D74081159",NA,0.01,0.1,0.1,NA,1.54,0.5,7.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.65116279069767,0.0232558139534884,2.04,"greater",0.388837209302326
"C1213B0477",2013-12-17,"B9D75891188",NA,0.01,0.1,0.1,NA,0.98,0.3,4.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.04651162790698,0.0232558139534884,1.28,"greater",0.233488372093023
"C0114B0018",2014-01-07,"B9D81281401",NA,0.01,0.1,0.1,NA,0.31,0.7,1.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.395348837209302,0.0232558139534884,1.01,"greater",0.614651162790698
"C0114B0049",2014-01-07,"B9D74081159",NA,0.01,0.1,0.1,NA,1.56,0.5,7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.62790697674419,0.0232558139534884,2.06,"greater",0.432093023255814
"C0114B0050",2014-01-07,"B9D75891188",NA,0.01,0.1,0.1,NA,0.4,0.5,1.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.441860465116279,0.0232558139534884,0.9,"greater",0.458139534883721
"C0114B0094",2014-01-21,"B9D74081159",NA,0.01,0.1,0.1,NA,1.29,0.5,5.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.34883720930233,0.0232558139534884,1.79,"greater",0.441162790697675
"C0114B0073",2014-01-21,"B9D81281401",NA,0.01,0.1,0.1,NA,0.41,0.8,2.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.488372093023256,0.0232558139534884,1.21,"greater",0.721627906976744
"C0114B0095",2014-01-21,"B9D75891188",NA,0.01,0.1,0.5,NA,0.78,0.6,3.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.813953488372093,0.116279069767442,1.38,"greater",0.566046511627907
"C0214B0148",2014-02-04,"B9D74081159",NA,0.01,0.1,0.1,NA,1.06,0.4,5.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.18604651162791,0.0232558139534884,1.46,"greater",0.273953488372093
"C0214B0149",2014-02-04,"B9D75891188",NA,0.01,0.1,0.1,NA,1.08,0.6,5.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.23255813953488,0.0232558139534884,1.68,"greater",0.447441860465116
"C0214B0137",2014-02-04,"B9D81281401",NA,0.01,0.1,0.1,NA,0.48,0.7,2.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.511627906976744,0.0232558139534884,1.18,"greater",0.668372093023256
"C0214B0177",2014-02-18,"B9D74081159",NA,0.01,0.1,0.1,NA,1.26,0.5,6.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.51162790697674,0.0232558139534884,1.76,"greater",0.248372093023256
"C0214B0178",2014-02-18,"B9D75891188",NA,0.01,0.1,0.1,NA,0.88,0.5,3.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.883720930232558,0.0232558139534884,1.38,"greater",0.496279069767442
"C0214B0166",2014-02-18,"B9D81281401",NA,0.01,0.1,0.1,NA,0.78,1,4.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.953488372093023,0.0232558139534884,1.78,"greater",0.826511627906977
"C0314B0239",2014-03-03,"B9C75861385",NA,0.01,0.1,0.1,NA,0.22,0.6,1.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.302325581395349,0.0232558139534884,0.82,"greater",0.517674418604651
"C0314B0257",2014-03-04,"B9D74081159",NA,0.01,0.1,0.1,NA,1.14,0.5,6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.3953488372093,0.0232558139534884,1.64,"greater",0.244651162790698
"C0314B0246",2014-03-04,"B9D81281401",NA,0.01,0.1,0.1,NA,0.52,0.8,2.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.534883720930233,0.0232558139534884,1.32,"greater",0.785116279069768
"C0314B0258",2014-03-04,"B9D75891188",NA,0.01,0.1,0.1,NA,0.81,1.3,3.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.86046511627907,0.0232558139534884,2.11,"greater",1.24953488372093
"C0314B0286",2014-03-17,"B9D74081159",NA,0.01,0.1,0.5,NA,0.69,1,3.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.72093023255814,0.116279069767442,1.69,"greater",0.96906976744186
"C0314B0275",2014-03-17,"B9D81281401",NA,0.01,0.1,0.1,NA,0.41,0.9,2.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.558139534883721,0.0232558139534884,1.31,"greater",0.751860465116279
"C0314B0287",2014-03-17,"B9D75891188",NA,0.01,0.1,0.1,NA,0.31,0.6,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,0.91,"greater",0.584418604651163
"C0414B0334",2014-04-07,"B9C75861385",NA,0.01,0.1,0.1,NA,0.44,0.6,2.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.534883720930233,0.0232558139534884,1.04,"greater",0.505116279069768
"C0414B0341",2014-04-08,"B9D81281401",NA,0.01,0.1,0.1,NA,0.35,0.7,1.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.441860465116279,0.0232558139534884,1.05,"greater",0.608139534883721
"C0414B0354",2014-04-08,"B9D74081159",NA,0.01,0.1,0.1,NA,1.12,1.3,5.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.37209302325581,0.0232558139534884,2.42,"greater",1.04790697674419
"C0414B0355",2014-04-08,"B9D75891188",NA,0.01,0.1,0.1,NA,0.18,0.6,0.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.186046511627907,0.0232558139534884,0.78,"greater",0.593953488372093
"C0414B0389",2014-04-21,"B9D81281401",NA,0.01,0.1,0.1,NA,0.36,0.7,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,1.06,"greater",0.594883720930233
"C0414B0402",2014-04-21,"B9D74081159",NA,0.01,0.1,0.1,NA,0.14,0.3,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.44,"greater",0.277209302325581
"C0414B0403",2014-04-21,"B9D75891188",NA,0.01,0.1,0.1,NA,0.47,0.6,2.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.581395348837209,0.0232558139534884,1.07,"greater",0.488604651162791
"C0514B0477",2014-05-05,"B9C75861385",NA,0.01,0.1,0.1,NA,0.21,0.4,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.61,"greater",0.33093023255814
"C0514B0510",2014-05-06,"B9D74081159",NA,0.01,0.1,0.1,NA,0.16,0.4,0.7,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.162790697674419,0.0232558139534884,0.56,"greater",0.397209302325581
"C0514B0485",2014-05-06,"B9D81281401",NA,0.01,0.1,0.1,NA,0.48,0.6,2.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.511627906976744,0.0232558139534884,1.08,"greater",0.568372093023256
"C0514B0546",2014-05-19,"B9D74081159",NA,0.01,0.1,0.1,NA,0.3,0.3,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,0.6,"greater",0.274418604651163
"C0514B0533",2014-05-19,"B9D81281401",NA,0.01,0.1,0.1,NA,0.57,0.7,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,1.27,"greater",0.572325581395349
"C0614B0644",2014-06-03,"B9D74081159",NA,0.01,0.1,0.1,NA,0.35,0.3,1.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.418604651162791,0.0232558139534884,0.65,"greater",0.231395348837209
"C0614B0657",2014-06-16,"B9D81281401",NA,0.01,0.1,0.1,NA,0.42,0.6,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,1.02,"greater",0.554883720930233
"C0714B0747",2014-07-08,"B9D81281401",NA,0.01,0.1,0.1,NA,0.27,0.4,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,0.67,"greater",0.344418604651163
"C0714B0844",2014-07-08,"B9D74081159",NA,0.01,0.1,0.1,NA,0.28,0.6,1.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.302325581395349,0.0232558139534884,0.88,"greater",0.577674418604651
"C0714B0783",2014-07-21,"B9D74081159",NA,0.01,0.1,0.1,NA,0.4,0.3,1.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.441860465116279,0.0232558139534884,0.7,"greater",0.258139534883721
"C0714B0770",2014-07-21,"B9D81281401",NA,0.01,0.1,0.1,NA,0.26,0.5,1.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.325581395348837,0.0232558139534884,0.76,"greater",0.434418604651163
"C0814B0906",2014-08-05,"B9D74081159",NA,0.01,0.1,0.1,NA,0.4,0.3,1.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.441860465116279,0.0232558139534884,0.7,"greater",0.258139534883721
"C0814B0893",2014-08-05,"B9D81281401",NA,0.01,0.1,0.1,NA,0.27,0.4,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.67,"greater",0.39093023255814
"C0814B0931",2014-08-18,"B9D74081159",NA,0.01,0.1,0.1,NA,0.51,0.3,2.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.534883720930233,0.0232558139534884,0.81,"greater",0.275116279069768
"C0814B0918",2014-08-18,"B9D81281401",NA,0.01,0.1,0.1,NA,0.23,0.5,1.2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.27906976744186,0.0232558139534884,0.73,"greater",0.45093023255814
"C0914B1012",2014-09-03,"B9D74081159",NA,0.01,0.1,0.1,NA,0.75,0.4,3.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.767441860465116,0.0232558139534884,1.15,"greater",0.382558139534884
"C0914B1000",2014-09-03,"B9D81281401",NA,0.01,0.1,0.1,NA,0.22,0.5,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,0.72,"greater",0.487441860465116
"C0914B1032",2014-09-15,"B9D81281401",NA,0.01,0.1,0.1,NA,0.34,0.5,1.3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.302325581395349,0.0232558139534884,0.84,"greater",0.537674418604651
"C0914B1044",2014-09-15,"B9D74081159",NA,0.01,0.1,0.1,NA,1.89,0.3,8.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.97674418604651,0.0232558139534884,2.19,"greater",0.213255813953488
"C1014B1123",2014-10-07,"B9D74081159",NA,0.01,0.1,0.1,NA,0.93,0.2,4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.930232558139535,0.0232558139534884,1.13,"greater",0.199767441860465
"C1014B1122",2014-10-07,"B9D74081159",NA,0.01,0.1,0.1,NA,0.83,0.2,4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.930232558139535,0.0232558139534884,1.03,"greater",0.0997674418604652
"C1014B1109",2014-10-07,"B9D81281401",NA,0.01,0.1,0.1,NA,0.41,0.3,1.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.372093023255814,0.0232558139534884,0.71,"greater",0.337906976744186
"C1014B1146",2014-10-20,"B9D74081159",NA,0.01,0.1,0.1,NA,0.8,0.3,3.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.790697674418605,0.0232558139534884,1.1,"greater",0.309302325581395
"C1014B1147",2014-10-20,"B9D74081159",NA,0.01,0.1,0.1,NA,0.79,0.3,3.4,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.790697674418605,0.0232558139534884,1.09,"greater",0.299302325581395
"C1014B1130",2014-10-21,"B9D81281401",NA,0.01,0.1,0.1,NA,0.46,0.5,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.96,"greater",0.494883720930233
"C1114B1277",2014-11-04,"B9D74081159",NA,0.01,0.1,0.1,NA,0.55,0.4,2.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.581395348837209,0.0232558139534884,0.95,"greater",0.368604651162791
"C1114B1264",2014-11-04,"B9D81281401",NA,0.01,0.1,0.1,NA,0.43,0.5,2,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.465116279069767,0.0232558139534884,0.93,"greater",0.464883720930233
"C1114B1278",2014-11-04,"B9D74081159",NA,0.01,0.1,0.1,NA,0.55,0.4,2.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.581395348837209,0.0232558139534884,0.95,"greater",0.368604651162791
"C1114B1314",2014-11-17,"B9D74081159",NA,0.01,0.1,0.1,NA,1.06,0.3,5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.16279069767442,0.0232558139534884,1.36,"greater",0.197209302325581
"C1114B1315",2014-11-17,"B9D74081159",NA,0.01,0.1,0.1,NA,1.07,0.3,5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.16279069767442,0.0232558139534884,1.37,"greater",0.207209302325581
"C1114B1301",2014-11-17,"B9D81281401",NA,0.01,0.1,0.1,NA,0.45,0.6,2.1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.488372093023256,0.0232558139534884,1.05,"greater",0.561627906976744
"C1214B1396",2014-12-02,"B9D74081159",NA,0.01,0.1,0.1,NA,1.3,0.4,5.8,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.34883720930233,0.0232558139534884,1.7,"greater",0.351162790697675
"C1214B1395",2014-12-02,"B9D74081159",NA,0.01,0.1,0.1,NA,1.29,0.3,5.9,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.37209302325581,0.0232558139534884,1.59,"greater",0.217906976744186
"C1214B1397",2014-12-02,"B9D75891188",NA,0.01,0.1,0.1,NA,0.24,0.8,1,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.232558139534884,0.0232558139534884,1.04,"greater",0.807441860465116
"C1214B1382",2014-12-04,"B9D81281401",NA,0.01,0.1,0.1,NA,0.59,0.5,3,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",0.697674418604651,0.0232558139534884,1.09,"greater",0.392325581395349
"C1214B1444",2014-12-15,"B9D74081159",NA,0.01,0.1,0.1,NA,1.9,1.9,8.6,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",2,0.0232558139534884,3.8,"greater",1.8
"C1214B1445",2014-12-15,"B9D74081159",NA,0.01,0.1,0.1,NA,1.9,2,8.5,NA,"Std Method 4500-NO3-F (DWR Modified) [1]*","EPA 351.2 (DWR Modified) [1]*","EPA 300.0 28d Hold [1]*",1.97674418604651,0.0232558139534884,3.9,"greater",1.92325581395349
