"long_station_name","short_station_name","station_number","sample_code","collection_date","analyte","result","rpt_limit","units","method","sample_type","description","notes"
"ANTELOPE LK NR DM                ","Antelope","AN001000","OB0512B0007",2012-05-30,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK DAVIS A STA 1 NR DM           ","Lake Davis","LD001000","OB0512B0009",2012-05-30,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK DAVIS A STA 1 NR DM           ","Lake Davis","LD001000","OB0512B0009",2012-05-30,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OC0612B0044",2012-06-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OC0612B0044",2012-06-20,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC0612B0045",2012-06-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC0612B0045",2012-06-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC0612B0045",2012-06-20,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC0612B0045",2012-06-20,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OH0712B0003",2012-07-25,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OH0712B0003",2012-07-25,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OH0712B0003",2012-07-25,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OH0712B0004",2012-07-25,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OH0712B0004",2012-07-25,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OH0712B0004",2012-07-25,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OH0712B0004",2012-07-25,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC0812B0047",2012-08-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC0812B0047",2012-08-14,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OC0812B0046",2012-08-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OC0812B0046",2012-08-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OC0812B0046",2012-08-14,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OB0912B0014",2012-09-26,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OB0912B0014",2012-09-26,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OB0912B0014",2012-09-26,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OB0912B0015",2012-09-26,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OB0912B0015",2012-09-26,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OC1012B0048",2012-10-17,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OC1012B0048",2012-10-17,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OC1012B0048",2012-10-17,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC1012B0049",2012-10-17,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC1012B0049",2012-10-17,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC1012B0049",2012-10-17,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OC1112B0050",2012-11-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OC1112B0050",2012-11-14,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC1112B0051",2012-11-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC1112B0051",2012-11-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC1112B0051",2012-11-14,"Dissolved Nitrate + Nitrite","0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OB1212B0017",2012-12-18,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OB1212B0017",2012-12-18,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OB1212B0017",2012-12-18,"Dissolved Nitrate + Nitrite","0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OB1212B0017",2012-12-18,"Dissolved Nitrate + Nitrite","0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OB0113B0018",2013-01-09,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OB0113B0018",2013-01-09,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC0213B0005",2013-02-13,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC0213B0005",2013-02-13,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OG0313B0052",2013-03-21,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OG0313B0052",2013-03-21,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OC0413B0006",2013-04-16,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OC0413B0006",2013-04-16,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC0413B0007",2013-04-16,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OC0413B0007",2013-04-16,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OG0513B0055",2013-05-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OG0513B0055",2013-05-14,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OG0513B0056",2013-05-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OG0513B0056",2013-05-14,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","O0613B0001",2013-06-12,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","O0613B0001",2013-06-12,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","O0613B0002",2013-06-12,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","O0613B0002",2013-06-12,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OG0713B0057",2013-07-17,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OG0713B0057",2013-07-17,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OG0713B0058",2013-07-17,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OG0713B0058",2013-07-17,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OG0813B0059",2013-08-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OG0813B0059",2013-08-14,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OG0813B0060",2013-08-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OG0813B0060",2013-08-14,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0913B0011",2013-09-18,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0913B0011",2013-09-18,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0913B0012",2013-09-18,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0913B0012",2013-09-18,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OG1013B0061",2013-10-15,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OG1013B0061",2013-10-15,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OG1013B0062",2013-10-15,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OG1013B0062",2013-10-15,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1113B0013",2013-11-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1113B0013",2013-11-14,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1113B0014",2013-11-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1113B0014",2013-11-14,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1213B0015",2013-12-11,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1213B0015",2013-12-11,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0114B0001",2014-01-15,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0114B0001",2014-01-15,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0214B0002",2014-02-19,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0214B0002",2014-02-19,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0314B0003",2014-03-12,"Dissolved Nitrate","0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0314B0003",2014-03-12,"Dissolved Nitrate + Nitrite","0.03",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0414B0004",2014-04-16,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0414B0004",2014-04-16,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0414B0005",2014-04-16,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0414B0005",2014-04-16,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0514B0008",2014-05-21,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0514B0008",2014-05-21,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0514B0009",2014-05-21,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0514B0009",2014-05-21,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0614B0010",2014-06-18,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0614B0010",2014-06-18,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0614B0011",2014-06-18,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0614B0011",2014-06-18,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0714B0012",2014-07-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0714B0012",2014-07-14,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0714B0013",2014-07-14,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0714B0013",2014-07-14,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0814B0019",2014-08-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0814B0019",2014-08-20,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0814B0020",2014-08-20,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0814B0020",2014-08-20,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"ANTELOPE LK NR DM                ","Antelope","AN001000","OR0814B0014",2014-08-28,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"ANTELOPE LK NR DM                ","Antelope","AN001000","OR0814B0014",2014-08-28,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK DAVIS A STA 1 NR DM           ","Lake Davis","LD001000","OR0814B0016",2014-08-28,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK DAVIS A STA 1 NR DM           ","Lake Davis","LD001000","OR0814B0016",2014-08-28,"Dissolved Nitrate + Nitrite","0.03",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"FRENCHMAN LK NR DM               ","Frenchman Lk","FR001000","OR0814B0015",2014-08-29,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"FRENCHMAN LK NR DM               ","Frenchman Lk","FR001000","OR0814B0015",2014-08-29,"Dissolved Nitrate + Nitrite","0.06",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0914B0021",2014-09-18,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR0914B0021",2014-09-18,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0914B0022",2014-09-18,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR0914B0022",2014-09-18,"Dissolved Nitrate + Nitrite","0.02",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1014B0023",2014-10-15,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"LK OROVILLE NR DM STA 1          ","Lake Oroville, Dam","OR001000","OR1014B0023",2014-10-15,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1014B0024",2014-10-15,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1014B0024",2014-10-15,"Dissolved Nitrate + Nitrite","<0.01",0.01,"mg/L as N","Std Method 4500-NO3-F (DWR Modified) [1]*","Normal Sample","",""
"THERMALITO AFTERBAY A FEATHER R","TAB River Outlet","TA001000","OR1114B0026",2014-11-19,"Dissolved Nitrate","<0.1",0.1,"mg/L","EPA 300.0 28d Hold [1]*","Normal Sample","",""
